state,year,month,collection_centres,estimated_generation,estimated_collected,collection_percentage,recycling_efficiency_score,growth_rate,demand_level,priority_level
Punjab,2021,6,83,4883.85,1216.6,24.91,24.91,-5.6,High,Medium
Punjab,2022,6,83,1760.17,481.13,27.33,27.33,-63.96,Medium,Low
Punjab,2023,6,83,11599.83,2941.54,25.36,25.36,559.02,High,Medium
Punjab,2024,6,83,2948.57,697.36,23.65,23.65,-74.58,Medium,Medium
Punjab,2017,7,83,2601.42,267.34,10.28,10.28,0.0,Medium,High
Punjab,2018,7,83,1330.54,305.67,22.97,22.97,-48.85,Medium,Medium
Punjab,2019,7,83,357.53,72.13,20.17,20.17,-73.13,Low,High
Punjab,2020,7,83,1868.42,477.68,25.57,25.57,422.59,Medium,Medium
Punjab,2021,7,83,2215.45,584.21,26.37,26.37,18.57,Medium,Medium
Punjab,2022,7,83,1231.12,329.79,26.79,26.79,-44.43,Medium,Low
Punjab,2023,7,83,2482.13,649.86,26.18,26.18,101.62,Medium,Medium
Punjab,2024,7,83,2803.94,687.6,24.52,24.52,12.97,Medium,Medium
Punjab,2017,8,83,2239.66,213.28,9.52,9.52,0.0,Medium,High
Punjab,2018,8,83,1621.86,315.92,19.48,19.48,-27.58,Medium,High
Punjab,2019,8,83,3577.19,784.76,21.94,21.94,120.56,Medium,Medium
Punjab,2020,8,83,4278.84,1087.79,25.42,25.42,19.61,High,Medium
Punjab,2021,8,83,2501.23,646.31,25.84,25.84,-41.54,Medium,Medium
Punjab,2022,8,83,7430.38,1861.26,25.05,25.05,197.07,High,Medium
Punjab,2023,8,83,3657.35,1025.75,28.05,28.05,-50.78,Medium,Low
Punjab,2024,8,83,2364.76,575.08,24.32,24.32,-35.34,Medium,Medium
Punjab,2017,9,83,1142.08,117.28,10.27,10.27,0.0,Medium,High
Punjab,2018,9,83,433.17,96.34,22.24,22.24,-62.07,Low,Medium
Punjab,2019,9,83,3570.5,752.09,21.06,21.06,724.27,Medium,High
Punjab,2020,9,83,642.08,168.93,26.31,26.31,-82.02,Low,Medium
Punjab,2021,9,83,4875.17,1373.47,28.17,28.17,659.28,High,Low
Punjab,2022,9,83,2188.06,544.54,24.89,24.89,-55.12,Medium,Medium
Punjab,2023,9,83,5735.05,1498.26,26.12,26.12,162.11,High,Medium
Punjab,2024,9,83,1381.25,349.68,25.32,25.32,-75.92,Medium,Medium
Punjab,2017,10,83,1861.53,180.2,9.68,9.68,0.0,Medium,High
Punjab,2018,10,83,2008.59,423.73,21.1,21.1,7.9,Medium,High
Punjab,2019,10,83,7758.33,1764.44,22.74,22.74,286.26,High,Medium
Punjab,2020,10,83,8440.87,2216.2,26.26,26.26,8.8,High,Medium
Punjab,2021,10,83,1862.55,514.15,27.6,27.6,-77.93,Medium,Low
Punjab,2022,10,83,2365.46,585.6,24.76,24.76,27.0,Medium,Medium
Punjab,2023,10,83,3045.91,846.54,27.79,27.79,28.77,Medium,Low
Punjab,2024,10,83,15130.94,4167.45,27.54,27.54,396.76,High,Low
Punjab,2017,11,83,99.85,9.79,9.8,9.8,0.0,Low,High
Punjab,2018,11,83,2917.2,609.82,20.9,20.9,2821.58,Medium,High
Punjab,2019,11,83,1505.24,358.37,23.81,23.81,-48.4,Medium,Medium
Punjab,2020,11,83,1450.13,398.14,27.46,27.46,-3.66,Medium,Low
Punjab,2021,11,83,8483.58,2147.9,25.32,25.32,485.02,High,Medium
Punjab,2022,11,83,3407.23,859.81,25.23,25.23,-59.84,Medium,Medium
Punjab,2023,11,83,1190.08,319.23,26.82,26.82,-65.07,Medium,Low
Punjab,2024,11,83,12215.91,3143.94,25.74,25.74,926.48,High,Medium
Punjab,2017,12,83,3315.96,327.88,9.89,9.89,0.0,Medium,High
Punjab,2018,12,83,2983.47,615.4,20.63,20.63,-10.03,Medium,High
Punjab,2019,12,83,2013.41,453.11,22.5,22.5,-32.51,Medium,Medium
Punjab,2020,12,83,792.63,209.88,26.48,26.48,-60.63,Medium,Medium
Punjab,2021,12,83,6039.24,1612.9,26.71,26.71,661.92,High,Low
Punjab,2022,12,83,3486.25,909.32,26.08,26.08,-42.27,Medium,Medium
Punjab,2023,12,83,3671.94,916.05,24.95,24.95,5.33,Medium,Medium
Punjab,2024,12,83,2706.44,679.84,25.12,25.12,-26.29,Medium,Medium
Rajasthan,2017,1,118,1661.01,159.66,9.61,9.61,0.0,Medium,High
Rajasthan,2018,1,118,5962.85,1246.13,20.9,20.9,258.99,High,High
Rajasthan,2019,1,118,1113.7,238.49,21.41,21.41,-81.32,Medium,High
Rajasthan,2020,1,118,9990.65,2586.28,25.89,25.89,797.07,High,Medium
Rajasthan,2021,1,118,736.68,201.6,27.37,27.37,-92.63,Medium,Low
Rajasthan,2022,1,118,6304.72,1643.15,26.06,26.06,755.83,High,Medium
Rajasthan,2023,1,118,2966.54,782.83,26.39,26.39,-52.95,Medium,Medium
Rajasthan,2024,1,118,1639.32,443.17,27.03,27.03,-44.74,Medium,Low
Rajasthan,2017,2,118,5827.97,592.04,10.16,10.16,0.0,High,High
Rajasthan,2018,2,118,660.74,141.52,21.42,21.42,-88.66,Low,High
Rajasthan,2019,2,118,4681.53,1007.41,21.52,21.52,608.53,High,High
Rajasthan,2020,2,118,4333.11,1120.5,25.86,25.86,-7.44,High,Medium
Rajasthan,2021,2,118,6122.7,1608.67,26.27,26.27,41.3,High,Medium
Rajasthan,2022,2,118,1294.9,328.09,25.34,25.34,-78.85,Medium,Medium
Rajasthan,2023,2,118,15486.77,4190.33,27.06,27.06,1095.98,High,Low
Rajasthan,2024,2,118,6637.14,1743.07,26.26,26.26,-57.14,High,Medium
Rajasthan,2017,3,118,448.49,45.65,10.18,10.18,0.0,Low,High
Rajasthan,2018,3,118,966.62,215.55,22.3,22.3,115.53,Medium,Medium
Rajasthan,2019,3,118,2346.41,499.53,21.29,21.29,142.74,Medium,High
Rajasthan,2020,3,118,2901.01,757.62,26.12,26.12,23.64,Medium,Medium
Rajasthan,2021,3,118,860.09,248.33,28.87,28.87,-70.35,Medium,Low
Rajasthan,2022,3,118,3594.57,924.32,25.71,25.71,317.93,Medium,Medium
Rajasthan,2023,3,118,4289.4,1201.26,28.01,28.01,19.33,High,Low
Rajasthan,2024,3,118,2750.16,760.27,27.64,27.64,-35.88,Medium,Low
Rajasthan,2017,4,118,2377.88,243.26,10.23,10.23,0.0,Medium,High
Rajasthan,2018,4,118,1817.3,384.04,21.13,21.13,-23.57,Medium,High
Rajasthan,2019,4,118,7459.21,1699.97,22.79,22.79,310.46,High,Medium
Rajasthan,2020,4,118,1117.36,292.45,26.17,26.17,-85.02,Medium,Medium
Rajasthan,2021,4,118,1701.34,413.37,24.3,24.3,52.26,Medium,Medium
Rajasthan,2022,4,118,6913.01,1898.04,27.46,27.46,306.33,High,Low
Rajasthan,2023,4,118,3705.74,1046.15,28.23,28.23,-46.39,Medium,Low
Rajasthan,2024,4,118,2950.37,704.9,23.89,23.89,-20.38,Medium,Medium
Rajasthan,2017,5,118,2210.33,200.53,9.07,9.07,0.0,Medium,High
Rajasthan,2018,5,118,2097.7,420.35,20.04,20.04,-5.1,Medium,High
Rajasthan,2019,5,118,945.22,190.52,20.16,20.16,-54.94,Medium,High
Rajasthan,2020,5,118,10950.96,2793.67,25.51,25.51,1058.56,High,Medium
Rajasthan,2021,5,118,4826.47,1230.99,25.5,25.5,-55.93,High,Medium
Rajasthan,2022,5,118,1885.37,527.31,27.97,27.97,-60.94,Medium,Low
Rajasthan,2023,5,118,214.43,56.97,26.57,26.57,-88.63,Low,Medium
Rajasthan,2024,5,118,15995.46,4422.04,27.65,27.65,7359.53,High,Low
Rajasthan,2017,6,118,1323.03,137.74,10.41,10.41,0.0,Medium,High
Rajasthan,2018,6,118,2990.49,639.63,21.39,21.39,126.03,Medium,High
Rajasthan,2019,6,118,4620.09,1022.93,22.14,22.14,54.49,High,Medium
Rajasthan,2020,6,118,4745.11,1315.99,27.73,27.73,2.71,High,Low
Rajasthan,2021,6,118,12030.01,3129.44,26.01,26.01,153.52,High,Medium
Rajasthan,2022,6,118,8081.97,2168.98,26.84,26.84,-32.82,High,Low
Rajasthan,2023,6,118,6987.89,1733.26,24.8,24.8,-13.54,High,Medium
Rajasthan,2024,6,118,4306.29,1160.88,26.96,26.96,-38.37,High,Low
Rajasthan,2017,7,118,1489.96,143.48,9.63,9.63,0.0,Medium,High
Rajasthan,2018,7,118,1433.82,307.54,21.45,21.45,-3.77,Medium,High
Rajasthan,2019,7,118,2148.08,486.99,22.67,22.67,49.82,Medium,Medium
Rajasthan,2020,7,118,3027.11,743.14,24.55,24.55,40.92,Medium,Medium
Rajasthan,2021,7,118,6067.01,1623.2,26.75,26.75,100.42,High,Low
Rajasthan,2022,7,118,3115.56,810.37,26.01,26.01,-48.65,Medium,Medium
Rajasthan,2023,7,118,4841.7,1239.78,25.61,25.61,55.4,High,Medium
Rajasthan,2024,7,118,6071.2,1536.89,25.31,25.31,25.39,High,Medium
Rajasthan,2017,8,118,3475.64,338.34,9.73,9.73,0.0,Medium,High
Rajasthan,2018,8,118,2643.05,568.96,21.53,21.53,-23.96,Medium,High
Rajasthan,2019,8,118,1740.21,387.33,22.26,22.26,-34.16,Medium,Medium
Rajasthan,2020,8,118,3455.45,868.51,25.13,25.13,98.57,Medium,Medium
Rajasthan,2021,8,118,493.64,137.42,27.84,27.84,-85.71,Low,Low
Rajasthan,2022,8,118,4696.02,1215.6,25.89,25.89,851.3,High,Medium
Rajasthan,2023,8,118,9108.13,2396.31,26.31,26.31,93.95,High,Medium
Rajasthan,2024,8,118,9319.49,2304.88,24.73,24.73,2.32,High,Medium
Rajasthan,2017,9,118,927.02,104.0,11.22,11.22,0.0,Medium,High
Rajasthan,2018,9,118,4638.7,1034.86,22.31,22.31,400.39,High,Medium
Rajasthan,2019,9,118,5526.54,1325.57,23.99,23.99,19.14,High,Medium
Rajasthan,2020,9,118,7132.78,2118.34,29.7,29.7,29.06,High,Low
Rajasthan,2021,9,118,6003.98,1569.88,26.15,26.15,-15.83,High,Medium
Rajasthan,2022,9,118,9128.82,2456.46,26.91,26.91,52.05,High,Low
Rajasthan,2023,9,118,9249.28,2342.84,25.33,25.33,1.32,High,Medium
Rajasthan,2024,9,118,7021.03,1881.83,26.8,26.8,-24.09,High,Low
Rajasthan,2017,10,118,2322.42,233.67,10.06,10.06,0.0,Medium,High
Rajasthan,2018,10,118,3406.86,763.64,22.41,22.41,46.69,Medium,Medium
Rajasthan,2019,10,118,6126.48,1281.63,20.92,20.92,79.83,High,High
Rajasthan,2020,10,118,3023.02,747.32,24.72,24.72,-50.66,Medium,Medium
Rajasthan,2021,10,118,6365.24,1547.87,24.32,24.32,110.56,High,Medium
Rajasthan,2022,10,118,5928.95,1570.54,26.49,26.49,-6.85,High,Medium
Rajasthan,2023,10,118,1674.62,478.14,28.55,28.55,-71.76,Medium,Low
Rajasthan,2024,10,118,1329.45,379.1,28.52,28.52,-20.61,Medium,Low
Rajasthan,2017,11,118,4317.8,419.71,9.72,9.72,0.0,High,High
Rajasthan,2018,11,118,1770.0,366.3,20.69,20.69,-59.01,Medium,High
Rajasthan,2019,11,118,349.83,78.77,22.52,22.52,-80.24,Low,Medium
Rajasthan,2020,11,118,1920.58,466.88,24.31,24.31,449.0,Medium,Medium
Rajasthan,2021,11,118,6449.49,1759.55,27.28,27.28,235.81,High,Low
Rajasthan,2022,11,118,7946.24,1909.61,24.03,24.03,23.21,High,Medium
Rajasthan,2023,11,118,11812.67,3002.6,25.42,25.42,48.66,High,Medium
Rajasthan,2024,11,118,14096.47,3712.63,26.34,26.34,19.33,High,Medium
Rajasthan,2017,12,118,3389.3,298.9,8.82,8.82,0.0,Medium,High
Rajasthan,2018,12,118,4020.47,831.08,20.67,20.67,18.62,High,High
Rajasthan,2019,12,118,5594.21,1195.7,21.37,21.37,39.14,High,High
Rajasthan,2020,12,118,3986.38,1077.59,27.03,27.03,-28.74,Medium,Low
Rajasthan,2021,12,118,15628.34,4245.82,27.17,27.17,292.04,High,Low
Rajasthan,2022,12,118,8729.46,2351.77,26.94,26.94,-44.14,High,Low
Rajasthan,2023,12,118,3254.65,906.25,27.84,27.84,-62.72,Medium,Low
Rajasthan,2024,12,118,7447.67,1899.55,25.51,25.51,128.83,High,Medium
Sikkim,2017,1,22,240.54,23.81,9.9,9.9,0.0,Low,High
Sikkim,2018,1,22,639.14,131.68,20.6,20.6,165.71,Low,High
Sikkim,2019,1,22,1200.57,247.96,20.65,20.65,87.84,Medium,High
Sikkim,2020,1,22,1443.74,398.91,27.63,27.63,20.25,Medium,Low
Sikkim,2021,1,22,351.03,97.49,27.77,27.77,-75.69,Low,Low
Sikkim,2022,1,22,678.53,183.41,27.03,27.03,93.3,Low,Low
Sikkim,2023,1,22,778.7,206.95,26.58,26.58,14.76,Medium,Medium
Sikkim,2024,1,22,1679.95,467.57,27.83,27.83,115.74,Medium,Low
Sikkim,2017,2,22,248.18,24.7,9.95,9.95,0.0,Low,High
Sikkim,2018,2,22,1349.91,290.41,21.51,21.51,443.92,Medium,High
Sikkim,2019,2,22,519.8,111.88,21.52,21.52,-61.49,Low,High
Sikkim,2020,2,22,729.88,185.99,25.48,25.48,40.42,Medium,Medium
Sikkim,2021,2,22,729.31,199.59,27.37,27.37,-0.08,Medium,Low
Sikkim,2022,2,22,961.59,271.94,28.28,28.28,31.85,Medium,Low
Sikkim,2023,2,22,2988.48,741.82,24.82,24.82,210.79,Medium,Medium
Sikkim,2024,2,22,680.38,176.33,25.92,25.92,-77.23,Low,Medium
Sikkim,2017,3,22,883.19,91.31,10.34,10.34,0.0,Medium,High
Sikkim,2018,3,22,389.02,84.45,21.71,21.71,-55.95,Low,Medium
Sikkim,2019,3,22,179.9,39.83,22.14,22.14,-53.76,Low,Medium
Sikkim,2020,3,22,1311.51,320.66,24.45,24.45,629.02,Medium,Medium
Sikkim,2021,3,22,1390.07,365.42,26.29,26.29,5.99,Medium,Medium
Sikkim,2022,3,22,269.07,69.04,25.66,25.66,-80.64,Low,Medium
Sikkim,2023,3,22,815.32,233.67,28.66,28.66,203.01,Medium,Low
Sikkim,2024,3,22,486.06,131.34,27.02,27.02,-40.38,Low,Low
Sikkim,2017,4,22,311.14,32.44,10.43,10.43,0.0,Low,High
Sikkim,2018,4,22,434.46,88.79,20.44,20.44,39.63,Low,High
Sikkim,2019,4,22,625.46,150.48,24.06,24.06,43.96,Low,Medium
Sikkim,2020,4,22,1007.06,273.4,27.15,27.15,61.01,Medium,Low
Sikkim,2021,4,22,1057.18,296.76,28.07,28.07,4.98,Medium,Low
Sikkim,2022,4,22,993.7,258.6,26.02,26.02,-6.0,Medium,Medium
Sikkim,2023,4,22,81.77,21.61,26.42,26.43,-91.77,Low,Medium
Sikkim,2024,4,22,3203.35,859.82,26.84,26.84,3817.51,Medium,Low
Sikkim,2017,5,22,393.81,38.17,9.69,9.69,0.0,Low,High
Sikkim,2018,5,22,506.1,104.7,20.69,20.69,28.51,Low,High
Sikkim,2019,5,22,691.43,140.23,20.28,20.28,36.62,Low,High
Sikkim,2020,5,22,311.91,86.99,27.89,27.89,-54.89,Low,Low
Sikkim,2021,5,22,221.41,58.58,26.46,26.46,-29.01,Low,Medium
Sikkim,2022,5,22,1401.74,364.51,26.0,26.0,533.1,Medium,Medium
Sikkim,2023,5,22,1580.79,413.78,26.18,26.18,12.77,Medium,Medium
Sikkim,2024,5,22,1956.53,502.26,25.67,25.67,23.77,Medium,Medium
Sikkim,2017,6,22,366.99,36.22,9.87,9.87,0.0,Low,High
Sikkim,2018,6,22,297.27,63.42,21.33,21.33,-19.0,Low,High
Sikkim,2019,6,22,595.19,137.58,23.12,23.12,100.22,Low,Medium
Sikkim,2020,6,22,470.6,139.25,29.59,29.59,-20.93,Low,Low
Sikkim,2021,6,22,1696.56,432.56,25.5,25.5,260.51,Medium,Medium
Sikkim,2022,6,22,390.19,99.96,25.62,25.62,-77.0,Low,Medium
Sikkim,2023,6,22,1342.04,388.7,28.96,28.96,243.95,Medium,Low
Sikkim,2024,6,22,1103.78,282.68,25.61,25.61,-17.75,Medium,Medium
Sikkim,2017,7,22,1737.87,166.19,9.56,9.56,0.0,Medium,High
Sikkim,2018,7,22,876.38,183.08,20.89,20.89,-49.57,Medium,High
Sikkim,2019,7,22,314.39,69.17,22.0,22.0,-64.13,Low,Medium
Sikkim,2020,7,22,362.04,89.16,24.63,24.63,15.16,Low,Medium
Sikkim,2021,7,22,1909.35,489.17,25.62,25.62,427.39,Medium,Medium
Sikkim,2022,7,22,2484.32,651.51,26.22,26.22,30.11,Medium,Medium
Sikkim,2023,7,22,1154.52,290.53,25.16,25.16,-53.53,Medium,Medium
Sikkim,2024,7,22,2660.56,655.89,24.65,24.65,130.45,Medium,Medium
Sikkim,2017,8,22,206.06,19.33,9.38,9.38,0.0,Low,High
Sikkim,2018,8,22,317.87,70.27,22.11,22.11,54.26,Low,Medium
Sikkim,2019,8,22,1493.04,339.19,22.72,22.72,369.7,Medium,Medium
Sikkim,2020,8,22,260.88,70.74,27.12,27.12,-82.53,Low,Low
Sikkim,2021,8,22,959.06,242.9,25.33,25.33,267.62,Medium,Medium
Sikkim,2022,8,22,1388.46,384.83,27.72,27.72,44.77,Medium,Low
Sikkim,2023,8,22,2234.29,565.75,25.32,25.32,60.92,Medium,Medium
Sikkim,2024,8,22,306.64,83.31,27.17,27.17,-86.28,Low,Low
Sikkim,2017,9,22,202.59,20.46,10.1,10.1,0.0,Low,High
Sikkim,2018,9,22,504.3,119.12,23.62,23.62,148.93,Low,Medium
Sikkim,2019,9,22,483.94,104.98,21.69,21.69,-4.04,Low,Medium
Sikkim,2020,9,22,143.82,36.91,25.66,25.66,-70.28,Low,Medium
Sikkim,2021,9,22,1657.37,435.35,26.27,26.27,1052.39,Medium,Medium
Sikkim,2022,9,22,770.31,194.75,25.28,25.28,-53.52,Medium,Medium
Sikkim,2023,9,22,196.96,49.95,25.36,25.36,-74.43,Low,Medium
Sikkim,2024,9,22,90.88,22.79,25.08,25.08,-53.86,Low,Medium
Sikkim,2017,10,22,430.65,40.1,9.31,9.31,0.0,Low,High
Sikkim,2018,10,22,250.73,48.28,19.26,19.26,-41.78,Low,High
Sikkim,2019,10,22,180.91,37.78,20.89,20.88,-27.85,Low,High
Sikkim,2020,10,22,2601.21,708.2,27.23,27.23,1337.85,Medium,Low
Sikkim,2021,10,22,600.4,169.75,28.27,28.27,-76.92,Low,Low
Sikkim,2022,10,22,1396.12,380.57,27.26,27.26,132.53,Medium,Low
Sikkim,2023,10,22,457.6,122.36,26.74,26.74,-67.22,Low,Low
Sikkim,2024,10,22,1172.87,313.9,26.76,26.76,156.31,Medium,Low
Sikkim,2017,11,22,375.24,36.54,9.74,9.74,0.0,Low,High
Sikkim,2018,11,22,415.64,92.89,22.35,22.35,10.77,Low,Medium
Sikkim,2019,11,22,737.89,166.93,22.62,22.62,77.53,Medium,Medium
Sikkim,2020,11,22,904.27,219.5,24.27,24.27,22.55,Medium,Medium
Sikkim,2021,11,22,1127.28,288.11,25.56,25.56,24.66,Medium,Medium
Sikkim,2022,11,22,1677.04,409.48,24.42,24.42,48.77,Medium,Medium
Sikkim,2023,11,22,980.75,268.83,27.41,27.41,-41.52,Medium,Low
Sikkim,2024,11,22,1214.49,334.6,27.55,27.55,23.83,Medium,Low
Sikkim,2017,12,22,154.25,14.58,9.45,9.45,0.0,Low,High
Sikkim,2018,12,22,61.48,13.01,21.17,21.16,-60.14,Low,High
Sikkim,2019,12,22,929.45,209.29,22.52,22.52,1411.79,Medium,Medium
Sikkim,2020,12,22,1002.55,246.08,24.55,24.55,7.86,Medium,Medium
Sikkim,2021,12,22,845.64,227.32,26.88,26.88,-15.65,Medium,Low
Sikkim,2022,12,22,196.0,50.84,25.94,25.94,-76.82,Low,Medium
Sikkim,2023,12,22,1109.29,308.65,27.82,27.82,465.96,Medium,Low
Sikkim,2024,12,22,278.48,75.29,27.04,27.04,-74.9,Low,Low
Tamil Nadu,2017,1,162,2552.95,265.25,10.39,10.39,0.0,Medium,High
Tamil Nadu,2018,1,162,8706.03,1799.73,20.67,20.67,241.02,High,High
Tamil Nadu,2019,1,162,2516.27,516.55,20.53,20.53,-71.1,Medium,High
Tamil Nadu,2020,1,162,1495.71,396.4,26.5,26.5,-40.56,Medium,Medium
Tamil Nadu,2021,1,162,3745.55,971.83,25.95,25.95,150.42,Medium,Medium
Tamil Nadu,2022,1,162,9530.73,2500.85,26.24,26.24,154.45,High,Medium
Tamil Nadu,2023,1,162,3368.43,895.6,26.59,26.59,-64.66,Medium,Medium
Tamil Nadu,2024,1,162,2174.05,543.37,24.99,24.99,-35.46,Medium,Medium
Tamil Nadu,2017,2,162,4287.44,394.25,9.2,9.2,0.0,High,High
Tamil Nadu,2018,2,162,4010.44,891.04,22.22,22.22,-6.46,High,Medium
Tamil Nadu,2019,2,162,2389.75,548.99,22.97,22.97,-40.41,Medium,Medium
Tamil Nadu,2020,2,162,690.0,162.49,23.55,23.55,-71.13,Low,Medium
Tamil Nadu,2021,2,162,7688.85,2065.11,26.86,26.86,1014.33,High,Low
Tamil Nadu,2022,2,162,12244.35,3287.95,26.85,26.85,59.25,High,Low
Tamil Nadu,2023,2,162,10973.19,3080.91,28.08,28.08,-10.38,High,Low
Tamil Nadu,2024,2,162,11707.82,3012.8,25.73,25.73,6.69,High,Medium
Tamil Nadu,2017,3,162,3550.3,366.6,10.33,10.33,0.0,Medium,High
Tamil Nadu,2018,3,162,1968.47,433.3,22.01,22.01,-44.55,Medium,Medium
Tamil Nadu,2019,3,162,7466.12,1649.21,22.09,22.09,279.29,High,Medium
Tamil Nadu,2020,3,162,11558.84,3351.75,29.0,29.0,54.82,High,Low
Tamil Nadu,2021,3,162,5492.77,1400.46,25.5,25.5,-52.48,High,Medium
Tamil Nadu,2022,3,162,182.32,46.46,25.48,25.48,-96.68,Low,Medium
Tamil Nadu,2023,3,162,11877.68,3264.77,27.49,27.49,6414.74,High,Low
Tamil Nadu,2024,3,162,5862.67,1408.93,24.03,24.03,-50.64,High,Medium
Tamil Nadu,2017,4,162,4392.86,438.63,9.99,9.99,0.0,High,High
Tamil Nadu,2018,4,162,5999.55,1221.89,20.37,20.37,36.58,High,High
Tamil Nadu,2019,4,162,2999.69,664.09,22.14,22.14,-50.0,Medium,Medium
Tamil Nadu,2020,4,162,769.09,204.47,26.59,26.59,-74.36,Medium,Medium
Tamil Nadu,2021,4,162,5503.66,1500.36,27.26,27.26,615.61,High,Low
Tamil Nadu,2022,4,162,3610.2,913.19,25.29,25.29,-34.4,Medium,Medium
Tamil Nadu,2023,4,162,12337.72,3118.5,25.28,25.28,241.75,High,Medium
Tamil Nadu,2024,4,162,18524.61,5072.15,27.38,27.38,50.15,High,Low
Tamil Nadu,2017,5,162,4911.61,536.89,10.93,10.93,0.0,High,High
Tamil Nadu,2018,5,162,5531.62,1191.38,21.54,21.54,12.62,High,High
Tamil Nadu,2019,5,162,5046.26,1109.31,21.98,21.98,-8.77,High,Medium
Tamil Nadu,2020,5,162,14535.03,3539.95,24.35,24.35,188.04,High,Medium
Tamil Nadu,2021,5,162,7687.33,2020.83,26.29,26.29,-47.11,High,Medium
Tamil Nadu,2022,5,162,2953.6,805.33,27.27,27.27,-61.58,Medium,Low
Tamil Nadu,2023,5,162,4914.83,1421.06,28.91,28.91,66.4,High,Low
Tamil Nadu,2024,5,162,13395.98,3466.73,25.88,25.88,172.56,High,Medium
Tamil Nadu,2017,6,162,5045.1,491.0,9.73,9.73,0.0,High,High
Tamil Nadu,2018,6,162,2201.66,451.29,20.5,20.5,-56.36,Medium,High
Tamil Nadu,2019,6,162,3596.83,853.58,23.73,23.73,63.37,Medium,Medium
Tamil Nadu,2020,6,162,9003.81,2277.4,25.29,25.29,150.33,High,Medium
Tamil Nadu,2021,6,162,7664.13,2061.54,26.9,26.9,-14.88,High,Low
Tamil Nadu,2022,6,162,8896.17,2312.77,26.0,26.0,16.08,High,Medium
Tamil Nadu,2023,6,162,4520.23,1291.95,28.58,28.58,-49.19,High,Low
Tamil Nadu,2024,6,162,1821.81,475.36,26.09,26.09,-59.7,Medium,Medium
Tamil Nadu,2017,7,162,717.99,75.56,10.52,10.52,0.0,Medium,High
Tamil Nadu,2018,7,162,7029.24,1564.62,22.26,22.26,879.02,High,Medium
Tamil Nadu,2019,7,162,7223.17,1396.49,19.33,19.33,2.76,High,High
Tamil Nadu,2020,7,162,6507.51,1541.17,23.68,23.68,-9.91,High,Medium
Tamil Nadu,2021,7,162,10265.58,2582.01,25.15,25.15,57.75,High,Medium
Tamil Nadu,2022,7,162,11033.63,2712.56,24.58,24.58,7.48,High,Medium
Tamil Nadu,2023,7,162,1890.66,506.34,26.78,26.78,-82.86,Medium,Low
Tamil Nadu,2024,7,162,7592.84,2131.25,28.07,28.07,301.6,High,Low
Tamil Nadu,2017,8,162,4579.75,402.94,8.8,8.8,0.0,High,High
Tamil Nadu,2018,8,162,2570.92,534.31,20.78,20.78,-43.86,Medium,High
Tamil Nadu,2019,8,162,11434.94,2538.81,22.2,22.2,344.78,High,Medium
Tamil Nadu,2020,8,162,2361.39,591.76,25.06,25.06,-79.35,Medium,Medium
Tamil Nadu,2021,8,162,5024.27,1357.39,27.02,27.02,112.77,High,Low
Tamil Nadu,2022,8,162,8791.72,2240.28,25.48,25.48,74.99,High,Medium
Tamil Nadu,2023,8,162,14427.66,3585.56,24.85,24.85,64.11,High,Medium
Tamil Nadu,2024,8,162,4266.87,1159.29,27.17,27.17,-70.43,High,Low
Tamil Nadu,2017,9,162,1796.37,161.92,9.01,9.01,0.0,Medium,High
Tamil Nadu,2018,9,162,1573.58,337.53,21.45,21.45,-12.4,Medium,High
Tamil Nadu,2019,9,162,2070.06,502.86,24.29,24.29,31.55,Medium,Medium
Tamil Nadu,2020,9,162,5501.05,1447.67,26.32,26.32,165.74,High,Medium
Tamil Nadu,2021,9,162,6000.21,1574.56,26.24,26.24,9.07,High,Medium
Tamil Nadu,2022,9,162,7356.17,1888.91,25.68,25.68,22.6,High,Medium
Tamil Nadu,2023,9,162,4368.21,1075.17,24.61,24.61,-40.62,High,Medium
Tamil Nadu,2024,9,162,4629.39,1230.01,26.57,26.57,5.98,High,Medium
Tamil Nadu,2017,10,162,5168.68,523.76,10.13,10.13,0.0,High,High
Tamil Nadu,2018,10,162,649.71,139.06,21.4,21.4,-87.43,Low,High
Tamil Nadu,2019,10,162,3441.83,796.21,23.13,23.13,429.75,Medium,Medium
Tamil Nadu,2020,10,162,7762.53,2213.26,28.51,28.51,125.53,High,Low
Tamil Nadu,2021,10,162,15822.48,4225.57,26.71,26.71,103.83,High,Low
Tamil Nadu,2022,10,162,12809.64,3590.1,28.03,28.03,-19.04,High,Low
Tamil Nadu,2023,10,162,14202.14,3839.67,27.04,27.04,10.87,High,Low
Tamil Nadu,2024,10,162,4478.43,1163.78,25.99,25.99,-68.47,High,Medium
Tamil Nadu,2017,11,162,3161.3,279.93,8.86,8.85,0.0,Medium,High
Tamil Nadu,2018,11,162,3431.59,744.13,21.68,21.68,8.55,Medium,Medium
Tamil Nadu,2019,11,162,6679.67,1601.69,23.98,23.98,94.65,High,Medium
Tamil Nadu,2020,11,162,9288.31,2512.4,27.05,27.05,39.05,High,Low
Tamil Nadu,2021,11,162,4620.78,1214.74,26.29,26.29,-50.25,High,Medium
Tamil Nadu,2022,11,162,11579.73,3152.37,27.22,27.22,150.6,High,Low
Tamil Nadu,2023,11,162,6828.2,1758.92,25.76,25.76,-41.03,High,Medium
Tamil Nadu,2024,11,162,15256.58,3962.79,25.97,25.97,123.43,High,Medium
Tamil Nadu,2017,12,162,707.48,67.94,9.6,9.6,0.0,Low,High
